Field,Label,Value
resource_19_description,Description,"Health financing: Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%), Current health expenditure (CHE) per capita in US$, External health expenditure (EXT) as percentage of current health expenditure (CHE) (%), External health expenditure (EXT) per capita in US$, Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%), Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%), Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%), Domestic general government health expenditure (GGHE-D) per capita in US$, Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%), Out-of-pocket expenditure (OOP) per capita in US$, Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%), Domestic private health expenditure (PVT-D) per capita in US$"
resource_19_format,File Format,CSV
resource_19_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/0cb2a726-1301-49ec-88f8-b4c19dd4b5b5/download/health_financing_indicators_nga.csv
resource_19_id,Resource ID,0cb2a726-1301-49ec-88f8-b4c19dd4b5b5
resource_19_last_modified,Updated,2025-09-29T17:08:37.083824
resource_19_metadata_modified,Metadata Updated,2025-09-29T17:14:48.552275
resource_19_microdata,Microdata,False
resource_19_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_19_resource_type,Resource Type,file.upload
resource_19_name,Resource Name,Health financing Indicators for Nigeria
resource_19_mimetype,MIME Type,
resource_19_size,Size,86.3K
resource_20_created,Created,2020-03-11T10:00:58.329960
resource_20_description,Description,"Health taxes: Use of earmarked excise tax on beverages, Excise taxes are applied on beverages, Automatic adjustment of specific excise on beverage, Type of excise tax applied on beverage, Import duties on beverages (%), Other taxes on beverages (%), Beverage price, If tiered on the beverage, the tiers are sugar-content-based, Sugar-content of beverage per 100ml, Total taxes on beverages (%), Value-added/sales tax on beverages (%)"
resource_20_format,File Format,CSV
resource_20_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/5ebfde5c-a903-4460-bfc6-af54c2b554e5/download/health_taxes_indicators_nga.csv
resource_20_id,Resource ID,5ebfde5c-a903-4460-bfc6-af54c2b554e5
resource_20_last_modified,Updated,2025-09-29T17:08:37.253435
resource_20_metadata_modified,Metadata Updated,2025-09-29T17:14:47.176012
resource_20_microdata,Microdata,False
resource_20_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_20_resource_type,Resource Type,file.upload
resource_20_name,Resource Name,Health taxes Indicators for Nigeria
resource_20_mimetype,MIME Type,
resource_20_size,Size,11.5K
resource_21_created,Created,2020-03-11T10:00:58.329983
resource_21_description,Description,"Hepatitis: Deaths caused by chronic hepatitis B (HBV) infection (number), Chronic hepatitis B (HBV) infected persons diagnosed (number), Chronic hepatitis B (HBV) diagnosis coverage as a percentage of infected (%), New chronic hepatitis B (HBV) infections (number), People living with chronic hepatitis B (HBV) (number), Prevalence of chronic hepatitis B (HBV) in the general population (%), Persons on chronic hepatitis B (HBV) treatment (number), Chronic hepatitis B (HBV) treatment rate as percentage of diagnosed (%), Deaths caused by chronic hepatitis C (HCV) infection (number), Chronic hepatitis C (HCV) infected persons diagnosed, including cured (number), Chronic hepatitis C (HCV) infected persons diagnosed (number), Chronic hepatitis C (HCV) diagnosis coverage as percentage of total HCV infected, including cured (%), New chronic hepatitis C (HCV) infections (number), People living with chronic hepatitis C (HCV) including cured (all ages) (adjusted number), People living with chronic hepatitis C (HCV) (number), Prevalence of chronic hepatitis C (HCV) ) in the general population (%), Persons on chronic hepatitis C (HCV) treatment, cumulative (number), Persons initiated chronic hepatitis C(HCV) treatment (number), Chronic hepatitis C (HCV) treatment rate as percentage of diagnosed (%)"
resource_21_format,File Format,CSV
resource_21_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/cd5d3f81-7c25-41e9-80db-edde0085b96d/download/hepatitis_indicators_nga.csv
resource_21_id,Resource ID,cd5d3f81-7c25-41e9-80db-edde0085b96d
resource_21_last_modified,Updated,2025-09-29T17:08:37.841524
resource_21_metadata_modified,Metadata Updated,2025-09-29T17:14:53.668018
resource_21_microdata,Microdata,False
resource_21_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_21_resource_type,Resource Type,file.upload
resource_21_name,Resource Name,Hepatitis Indicators for Nigeria
resource_21_mimetype,MIME Type,
resource_21_size,Size,5.9K
resource_22_created,Created,2020-03-11T10:00:58.329991
resource_22_description,Description,"Immunization coverage and vaccine-preventable diseases: Proportion of vaccination cards seen (%), Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%), Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%), Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%), HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%), Diphtheria - number of reported cases, Japanese encephalitis - number of reported cases, Pertussis - number of reported cases, Total tetanus - number of reported cases, Poliomyelitis - number of reported cases, Yellow fever - number of reported cases, Mumps - number of reported cases, Congenital Rubella Syndrome - number of reported cases, Neonatal tetanus - number of reported cases, Rubella - number of reported cases, Measles - number of reported cases, Hepatitis B (HepB3) immunization coverage among 1-year-olds (%), Neonates protected at birth against neonatal tetanus (PAB) (%), Hib (Hib3) immunization coverage among 1-year-olds (%), BCG immunization coverage among 1-year-olds (%), Polio (Pol3) immunization coverage among 1-year-olds (%), Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
resource_22_format,File Format,CSV
resource_22_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/98729c37-c14b-4ce7-acc9-d2df95708969/download/immunization_coverage_and_vaccine_preventable_diseases_indicators_nga.csv
resource_22_id,Resource ID,98729c37-c14b-4ce7-acc9-d2df95708969
resource_22_last_modified,Updated,2025-09-29T17:08:38.036092
resource_22_metadata_modified,Metadata Updated,2025-09-29T17:14:51.310284
resource_22_microdata,Microdata,False
resource_22_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_22_resource_type,Resource Type,file.upload
resource_22_name,Resource Name,Immunization coverage and vaccine-preventable diseases Indicators for Nigeria
resource_22_mimetype,MIME Type,
resource_22_size,Size,118.2K
resource_23_created,Created,2020-03-11T10:00:58.329998
resource_23_description,Description,"Mental health: Mental health policy, Age-standardized suicide rates (per 100 000 population), Stand-alone policy or plan for mental health, Stand-alone mental health legislation, Government expenditures on mental health as a percentage of total government expenditures on health (%), Crude suicide rates (per 100 000 population)"
resource_23_format,File Format,CSV
resource_23_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/09d99bc9-4c01-460c-b50c-f34965810448/download/mental_health_indicators_nga.csv
resource_23_id,Resource ID,09d99bc9-4c01-460c-b50c-f34965810448
resource_23_last_modified,Updated,2025-09-29T17:08:38.207355
resource_23_metadata_modified,Metadata Updated,2025-09-29T17:14:49.840262
resource_23_microdata,Microdata,False
resource_23_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_23_resource_type,Resource Type,file.upload
resource_23_name,Resource Name,Mental health Indicators for Nigeria
resource_23_mimetype,MIME Type,
resource_23_size,Size,45.7K
resource_24_created,Created,2020-03-11T10:00:58.330165
resource_24_description,Description,"Oral Health: Dentists (per 10,000), Dental Assistants and Therapists (number), Affordability of fluoride toothpaste, Per capita expenditure on dental healthcare (US$), Total expenditure on dental healthcare in million (US$), Prevalence of edentulism in people 20+ years (%), Number of labour days needed to buy annual supply of fluoride toothpaste per person, Dental prosthetic technicians (per 10 000 population), Presence of dedicated staff for oral health working on NCDs at the MoH, Oral health: Noma recognized as a national public health problem, Total productivity losses due to 5 oral diseases in million (US$), Prevalence of severe periodontal disease in people 15+ year (%), Per capita availability of refined sugar (g/day), Prevalence of untreated caries of deciduous teeth in children 1-9 years (%), Prevalence of untreated caries of permanent teeth in people 5+ years (%)"
resource_24_format,File Format,CSV
resource_24_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/e7fd78a4-52ae-401a-a691-18133b0c078e/download/oral_health_indicators_nga.csv
resource_24_id,Resource ID,e7fd78a4-52ae-401a-a691-18133b0c078e
resource_24_last_modified,Updated,2025-09-29T17:08:38.383263
resource_24_metadata_modified,Metadata Updated,2025-09-29T17:14:52.476739
resource_24_microdata,Microdata,False
resource_24_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_24_resource_type,Resource Type,file.upload
resource_24_name,Resource Name,Oral Health Indicators for Nigeria
resource_24_mimetype,MIME Type,
resource_24_size,Size,9.1K
resource_25_created,Created,2022-08-15T21:00:05.995707
resource_25_description,Description,"Priority health technologies: Availability of national standards or recommended lists of medical devices, Types of lists recommending health technology for high burden diseases, Total density per million population: Magnetic Resonance Imaging, Total density per million population: Computed tomography units, Total density per million population: Positron Emission tomography, Total density per million population: Linear Accelerator, Use of nomenclature system, Health technology (medical device) national policy, Unit in the Ministry of Health responsible for the management of medical devices, Procurement of medical devices carried out at the national level, Availability of national list of approved medical devices for procurement or reimbursement, National guidelines, policies or recommendations on the procurement of medical devices, Availability of technical specifications of medical devices to support procurement or donations, Total density per million population: Telecobalt Unit, Total density per million population: Radiotherapy units, Total density per million females aged from 50 to 69 years old: Mammography units, Biomedical engineers density (per 10 000 population), Number of biomedical engineers, Biomedical technicians density (per 10 000 population), Number of biomedical technicians"
resource_25_format,File Format,CSV
resource_25_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/2631a96a-3b3a-4fc1-8868-2029d07eb6e8/download/priority_health_technologies_indicators_nga.csv
resource_25_id,Resource ID,2631a96a-3b3a-4fc1-8868-2029d07eb6e8
resource_25_last_modified,Updated,2025-09-29T17:08:38.564342
resource_25_metadata_modified,Metadata Updated,2025-09-29T17:14:54.851286
resource_25_microdata,Microdata,False
resource_25_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_25_resource_type,Resource Type,file.upload
resource_25_name,Resource Name,Priority health technologies Indicators for Nigeria
resource_25_mimetype,MIME Type,
resource_25_size,Size,8.0K
resource_26_created,Created,2022-07-15T17:45:25.292853
resource_26_description,Description,"Resources for Substance Use Disorders: Government unit/official responsible for prevention for substance use, Ministry/office that takes primary responsibility for prevention for substance use, Five years change in international cooperation for prevention for substance use, Government unit/official responsible for treatment of substance use disorders, Ministry/office that takes primary responsibility for treatment of substance use disorders, Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders, Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders, Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs, Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs, Five years change in international cooperation for treatment of substance use disorders, Voluntary treatment for people with alcohol use disorders in the criminal justice system, Voluntary treatment for people with drug use disorders in the criminal justice system, Compulsory treatment for people with alcohol use disorders in the criminal justice system, Compulsory treatment for people with drug use disorders in the criminal justice system, Five-year change in government resources for prevention for substance use, Five-year change in government resources for treatment of substance use disorders, Financing methods for treatment for alcohol use disorders, Financing methods for treatment for drug use disorders, Hypothecated taxes to be spent on prevention and treatment for substance use disorders, Government benefits for people with alcohol use disorders, Government benefits for people with drug use disorders, Main sector for treatment for alcohol use disorders, Main sector for treatment for drug use disorders, Specialized treatment facilities for substance use disorders, Specialized treatment facilities for alcohol use disorders, Specialized treatment facilities for drug use disorders, Self-help groups, Reported treatment coverage for substance dependence, Guidelines on pharmacological treatment for substance use disorders, Pharmacotherapy with methadone, Pharmacotherapy with buprenorphine, Pharmacotherapy with buprenorphine/naloxone, Access restrictions to maintenance treatment, Timeframe for maintenance treatment of opioid dependence, Registration of medications for alcohol dependence and withdrawal, Registration of medications for opioid withdrawal, Registration of naloxone for injection for opioid overdose, Availability of naloxone, Screening and brief intervention for substance use in primary health care, Screening and brief intervention for substance use in antenatal services, Recommendations for screening and brief interventions for substance use in primary health care, Recommendations for screening and brief interventions for substance use in antenatal services, Groups and agencies involved in prevention programs, Prevention programmes for alcohol, Prevention programmes for specific populations for alcohol, Prevention programmes for drugs, Prevention programmes for specific populations for drugs, Programmes readily available, Standards of treatment and care for public specialized treatment facilities, Special treatment programmes for gambling disorder, Treatment programmes for women with alcohol use disorders, Special housing services for alcohol use disorders, Special housing services for drug use disorders, Employment services for alcohol use disorders, Employment services for drug use disorders, Open access interventions for alcohol, Open access interventions for drugs, Health professionals providing treatment for alcohol and drug use disorders, Standards of care for professionals providing treatment for alcohol and drug use disorders, Educational attainment in prevention, Postgraduate training programme in prevention, Continuing professional development in prevention, Educational attainment in treatment, Continuing professional development in treatment, Epidemiological data collection for substance use, Service delivery data collection for substance use, Regular reports on epidemiological and service delivery data for substance use, System of monitoring alcohol involvement in forensic pathology, System of monitoring drugs involvement in forensic pathology, Epidemiological data collection system for substance use among children and adolescents, Treatment programmes for children and adolescents with alcohol use disorders, Treatment programmes for children and adolescents with drug use disorders"
resource_26_format,File Format,CSV
resource_26_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/c3ead208-8048-482e-b85f-6a2d7678a929/download/resources_for_substance_use_disorders_indicators_nga.csv
resource_26_id,Resource ID,c3ead208-8048-482e-b85f-6a2d7678a929
resource_26_last_modified,Updated,2025-09-29T17:08:38.775314
resource_26_metadata_modified,Metadata Updated,2025-09-29T17:14:57.247350
resource_26_microdata,Microdata,False
resource_26_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_26_resource_type,Resource Type,file.upload
resource_26_name,Resource Name,Resources for Substance Use Disorders Indicators for Nigeria
resource_26_mimetype,MIME Type,
resource_26_size,Size,98.6K
resource_27_created,Created,2024-01-15T19:24:52.871339
resource_27_description,Description,"Road Safety: Existence of a national drink-driving law, Definition of drink-driving by BAC, Blood Alcohol Concentration (BAC) limit for drivers, Attribution of road traffic deaths to alcohol (%), Existence of a national seat-belt law, Applicability of seat-belt law to all occupants, Seat-belt wearing rate (%), Existence of a national child-restraint law, Existence of national speed limits, Maximum speed limits, Applicability of national motorcycle helmet law to all occupants, Law requires helmet to be fastened, Existence of a road safety lead agency, Existence of a national road safety strategy, Availability of funding for national road safety strategy, Existence of a universal access telephone number for pre-hospital care"
resource_27_format,File Format,CSV
resource_27_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/03e6bbad-4760-40b7-bc50-24b44b0f3bb5/download/road_safety_indicators_nga.csv
resource_27_id,Resource ID,03e6bbad-4760-40b7-bc50-24b44b0f3bb5
resource_27_last_modified,Updated,2025-09-29T17:08:38.987751
resource_27_metadata_modified,Metadata Updated,2025-09-29T17:14:56.093134
resource_27_microdata,Microdata,False
resource_27_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_27_resource_type,Resource Type,file.upload
resource_27_name,Resource Name,Road Safety Indicators for Nigeria
resource_27_mimetype,MIME Type,text/csv
resource_27_size,Size,5.8K
resource_28_created,Created,2020-03-11T10:00:58.330015
resource_28_description,Description,"SDG Target 3.8 | Achieve universal health coverage (UHC): Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%, national), Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, estimated data) (millions), Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, estimated data) (%), Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%), Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, estimated data) (%), Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, reported data) (%), Households  impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national), Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national), Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities - developed by WHO/Europe) by out-of-pocket payments (%, national), Population  pushed below the $1.90 a day  poverty line by household  health expenditures (%), Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban), Total population  pushed below the $1.90 a day  poverty line by household  health expenditures (millions), Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global), Total population pushed below the $2.15 a day poverty line by household health expenditures (%, regional, global), Total population pushed below the $3.20 a day poverty line by household health expenditures (millions), Total population pushed below the $3.20 a day poverty line by household health expenditures (%, regional, global), Total population pushed below the $3.65 a day poverty line by household health expenditures (millions, regional, global), Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global), Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global), Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global), Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global), Total population pushed further below the $1.90 a day poverty line by household health expenditures (%, regional, global), Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban), Total population pushed further below the $3.20 a day poverty line by household health expenditures (millions, regional, global), Total population pushed further below the $3.20 a day poverty line by household health expenditures (%, regional, global), Population pushed further below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed further below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban), Population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban), Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global), Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global), Total population pushed further below the $2.15 a day poverty line by household health expenditures (millions, regional, global), Total population pushed further below the $2.15 a day poverty line by household health expenditures (%, regional, global), Total population pushed further below the $3.65 a day poverty line by household health expenditures (millions, regional, global), Total population pushed further below the $3.65 a day poverty line by household health expenditures (%, regional, global), Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%), UHC Service Coverage Index (SDG 3.8.1), UHC Service Coverage sub-index on service capacity and access, UHC Service Coverage sub-index on infectious diseases, UHC Service Coverage sub-index on noncommunicable diseases, UHC Service Coverage sub-index on reproductive, maternal, newborn and child health"
resource_28_format,File Format,CSV
resource_28_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/a8aae791-6495-471b-ad30-3c38c2a38b55/download/sdg_target_3_8_achieve_universal_health_coverage_uhc_indicators_nga.csv
resource_28_id,Resource ID,a8aae791-6495-471b-ad30-3c38c2a38b55
resource_28_last_modified,Updated,2025-09-29T17:08:39.637060
resource_28_metadata_modified,Metadata Updated,2025-09-29T17:14:59.491902
resource_28_microdata,Microdata,False
resource_28_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_28_resource_type,Resource Type,file.upload
resource_28_name,Resource Name,SDG Target 3.8 | Achieve universal health coverage (UHC) Indicators for Nigeria
resource_28_mimetype,MIME Type,
resource_28_size,Size,98.9K
resource_29_created,Created,2022-05-15T20:25:46.599208
resource_29_description,Description,"Sexually Transmitted Infections: Congenital syphilis number of cases, reported, Antenatal care attendees who were positive for syphilis (%), reported, Women accessing antenatal care (ANC) services who were tested for syphilis (%), reported, Antenatal care attendees positive for syphilis who received treatment (%), reported, Congenital syphilis rate per 100 000 live births, reported, Incident rate of active syphilis (per 1000), Incident cases of active syphilis in 15-49 year olds (in thousands), Prevalence of active syphilis in 15-49 year olds (%), Prevalent cases of active syphilis (in thousands)"
resource_29_format,File Format,CSV
resource_29_download_url,Download URL,https://data.humdata.org/dataset/13d91947-4498-468f-9752-7c80fc2d9bd5/resource/05847e3c-3c8b-4bc3-85be-bff69c6bf4d0/download/sexually_transmitted_infections_indicators_nga.csv
resource_29_id,Resource ID,05847e3c-3c8b-4bc3-85be-bff69c6bf4d0
resource_29_last_modified,Updated,2025-09-29T17:08:39.833217
resource_29_metadata_modified,Metadata Updated,2025-09-29T17:14:58.402812
resource_29_microdata,Microdata,False
resource_29_dataset_id,Dataset ID,13d91947-4498-468f-9752-7c80fc2d9bd5
resource_29_resource_type,Resource Type,file.upload
resource_29_name,Resource Name,Sexually Transmitted Infections Indicators for Nigeria
resource_29_mimetype,MIME Type,
resource_29_size,Size,9.9K
resource_30_created,Created,2020-03-11T10:00:58.330022
