indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2015,2015,2015,SEX,SEX_BTSX,Both sexes,37.140046442,37.1 [31.3-44.5]
CM_01,Number of under-five deaths,1998,1998,1998,SEX,SEX_MLE,Male,509390.0,509 390 [477 536-543 077]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1995,1995,1995,SEX,SEX_FMLE,Female,22.149978471,22.1 [19.4-25.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,53020.930249029,53 021
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1965,1965,1965,SEX,SEX_BTSX,Both sexes,169.51957984,169.5 [148.1-194.6]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,2018,2018,SEX,SEX_BTSX,Both sexes,120.195614558,120.2 [97.4-151.0]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04508,0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2016,2016,2016,SEX,SEX_FMLE,Female,13.743970866,13.7 [11.5-16.1]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.3103,5.3
CM_01,Number of under-five deaths,2014,2014,2014,SEX,SEX_FMLE,Female,431083.0,431 083 [378 593-494 008]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2015,2015,2015,SEX,SEX_FMLE,Female,32012.0,32 012 [21 838-44 271]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,5586.510876661,5587
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2017,2017,2017,SEX,SEX_BTSX,Both sexes,122.75051687,122.8 [101.8-150.1]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1989,1989,1989,SEX,SEX_MLE,Male,113.730181333,113.7 [105.8-121.9]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1998,1998,1998,SEX,SEX_BTSX,Both sexes,10.763297127,10.8 [6.3-15.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,17052.091430664,17 052
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,2018,2018,SEX,SEX_BTSX,Both sexes,13.571494101,13.6 [11.3-15.9]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2004,2004,2004,SEX,SEX_FMLE,Female,51019.0,51 019 [45 655-57 027]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.65631,0.7
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2022,2022,2022,SEX,SEX_BTSX,Both sexes,74281.0,74 281 [44 146-121 276]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.11567,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03801,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.24458,0.2
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1999,1999,1999,SEX,SEX_MLE,Male,16838.0,16 838 [13 298-20 997]
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,32.48772,32.5
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.87552,12.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,2545.41002,2545.4
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2016,2016,2016,SEX,SEX_BTSX,Both sexes,124.835066986,124.8 [105.8-149.2]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,2018,2018,SEX,SEX_BTSX,Both sexes,156.238689569,156.2 [125.7-197.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,166595.992869506,166 596
CM_02,Number of infant deaths,2002,2002,2002,SEX,SEX_MLE,Male,288780.0,288 780 [270 725-308 707]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00814,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1991,1991,1991,SEX,SEX_BTSX,Both sexes,209.154194599,209.2 [195.6-223.4]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1990,1990,1990,SEX,SEX_FMLE,Female,50881.0,50 881 [43 939-58 628]
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,48662.26325,48662.3
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03901,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1985,1985,1985,SEX,SEX_BTSX,Both sexes,207.792008186,207.8 [192.4-223.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00992,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2003,2003,2003,SEX,SEX_BTSX,Both sexes,11.486020369,11.5 [9.6-13.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,12348.15549,12348.2
CM_01,Number of under-five deaths,1990,1990,1990,SEX,SEX_MLE,Male,462963.0,462 963 [431 961-494 762]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.18746,5.2
CM_02,Number of infant deaths,2006,2006,2006,SEX,SEX_BTSX,Both sexes,509767.0,509 767 [476 055-546 177]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.08009,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,2001,2001,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.1053,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02564,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2013,2013,2013,SEX,SEX_MLE,Male,17.893747823,17.9 [13.2-23.3]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2004,2004,2004,SEX,SEX_MLE,Male,32493.0,32 493 [25 287-40 181]
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01085,0
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.69118,11.7
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1996,1996,1996,SEX,SEX_FMLE,Female,32.614434781,32.6 [28.5-37.5]
CM_01,Number of under-five deaths,1999,1999,1999,SEX,SEX_BTSX,Both sexes,231749.0,231 749 [210 884-253 746]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,3035.59276702,3036
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.45965,4.5
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1995,1995,1995,SEX,SEX_MLE,Male,212.209532638,212.2 [198.8-226.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,29868.94002,29868.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,10496.16583,10496.2
CM_01,Number of under-five deaths,1976,1976,1976,SEX,SEX_BTSX,Both sexes,702954.0,702 954 [638 548-773 540]
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,90.65543,90.7
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.866,2.9
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11821,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,24280.61645,24280.6
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.71217,1.7
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.61169,5.6
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,14.58128,14.6
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1993,1993,1993,SEX,SEX_FMLE,Female,198.090942639,198.1 [185.3-211.8]
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,1235.16919,1235.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00086,0
CM_01,Number of under-five deaths,1992,1992,1992,SEX,SEX_BTSX,Both sexes,897447.0,897 447 [840 243-957 858]
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,71664.17917418,71 664
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.21993,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02211,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02814,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2002,2002,2002,SEX,SEX_MLE,Male,10.108100235,10.1 [6.1-14.3]
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,15865.5055,15865.5
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2005,2005,2005,SEX,SEX_MLE,Male,9.594750434,9.6 [5.8-13.5]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2014,2014,2014,SEX,SEX_BTSX,Both sexes,37.3222746,37.3 [32.0-43.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,2015,2015,SEX,SEX_MLE,Male,9.478764271,9.5 [7.3-12.2]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2010,2010,2010,SEX,SEX_BTSX,Both sexes,26.285357457,26.3 [16.3-42.8]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2023,2023,2023,SEX,SEX_BTSX,Both sexes,11.93705333,11.9 [9.3-14.3]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2002,2002,2002,SEX,SEX_BTSX,Both sexes,29.262811585,29.3 [17.4-49.8]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,11.4955,11.5
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2008,2008,2008,SEX,SEX_BTSX,Both sexes,115.356677836,115.4 [104.3-127.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.15803,0.2
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2004,2004,2004,SEX,SEX_MLE,Male,20.261081095,20.3 [16.0-24.8]
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,43319.22073,43319.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,33161.09999,33161.1
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,3.5724,3.6
CM_02,Number of infant deaths,1970,1970,1970,SEX,SEX_MLE,Male,206454.0,206 454 [184 729-232 132]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.248,1.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2011,2011,2011,SEX,SEX_BTSX,Both sexes,173.623516818,173.6 [155.9-193.5]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2003,2003,2003,SEX,SEX_MLE,Male,96.642152327,96.6 [90.5-103.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.10273,0.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2013,2013,2013,SEX,SEX_BTSX,Both sexes,65.215312883,65.2 [57.0-74.8]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2005,2005,2005,SEX,SEX_MLE,Male,32521.0,32 521 [25 247-40 305]
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.86621,1.9
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,11.3417,11.3
CM_01,Number of under-five deaths,1998,1998,1998,SEX,SEX_BTSX,Both sexes,170903.0,170 903 [153 603-189 843]
CM_03,Number of neonatal deaths,1993,1993,1993,SEX,SEX_BTSX,Both sexes,231550.0,231 550 [207 986-257 213]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,11.7281,11.7
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,45505.50815,45505.5
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,10.8072,10.8
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.60865,0.6
MORT_300,Distribution of causes of death among children aged < 5 years (%),2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.23309,0.2
CM_01,Number of under-five deaths,2008,2008,2008,SEX,SEX_BTSX,Both sexes,197057.0,197 057 [180 445-214 701]
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,13.04728,13
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02715,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2013,2013,2013,SEX,SEX_BTSX,Both sexes,7.982817694,8.0 [3.8-12.5]
CM_01,Number of under-five deaths,1996,1996,1996,SEX,SEX_BTSX,Both sexes,231225.0,231 225 [208 103-256 207]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.1064,0.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1992,1992,1992,SEX,SEX_BTSX,Both sexes,117.726027089,117.7 [103.3-133.8]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.49742,2.5
CM_01,Number of under-five deaths,1979,1979,1979,SEX,SEX_BTSX,Both sexes,712895.0,712 895 [652 302-776 178]
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,21316.13374,21316.1
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2004,2004,2004,SEX,SEX_BTSX,Both sexes,106585.0,106 585 [95 913-118 412]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.05187,11.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.14728,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,0.0,0.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2004,2004,2004,SEX,SEX_MLE,Male,15765.0,15 765 [13 009-19 023]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03307,0
CM_01,Number of under-five deaths,2001,2001,2001,SEX,SEX_BTSX,Both sexes,100215.0,100 215 [89 687-111 582]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,2701.25873,2701.3
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2019,2019,2019,SEX,SEX_FMLE,Female,17192.0,17 192 [5520-33 568]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1989,1989,1989,SEX,SEX_FMLE,Female,200.218601691,200.2 [186.3-214.8]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.03991,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,5780.53577,5780.5
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2023,2023,2023,SEX,SEX_FMLE,Female,54.751098605,54.8 [37.8-80.4]
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.37728,1.4
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.6076,3.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,163299.6444,163299.6
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.88216,2.9
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02182,0
CM_03,Number of neonatal deaths,1971,1971,1971,SEX,SEX_BTSX,Both sexes,177285.0,177 285 [152 647-208 405]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1998,1998,1998,SEX,SEX_FMLE,Female,184.156414365,184.2 [172.7-196.5]
CM_03,Number of neonatal deaths,1996,1996,1996,SEX,SEX_BTSX,Both sexes,245950.0,245 950 [221 594-272 680]
CM_02,Number of infant deaths,1990,1990,1990,SEX,SEX_FMLE,Female,198020.0,198 020 [184 469-212 332]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01905,0
CM_01,Number of under-five deaths,2021,2021,2021,SEX,SEX_BTSX,Both sexes,129051.0,129 051 [94 281-180 150]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09309,0.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1994,1994,1994,SEX,SEX_BTSX,Both sexes,11.82556997,11.8 [6.4-17.6]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1991,1991,1991,SEX,SEX_BTSX,Both sexes,29.114283677,29.1 [21.3-37.7]
CM_03,Number of neonatal deaths,1979,1979,1979,SEX,SEX_BTSX,Both sexes,189978.0,189 978 [167 836-215 381]
CM_04,Number of deaths among children ages 5 to 9 years,2010,2010,2010,SEX,SEX_MLE,Male,40772.0,40 772 [35 654-46 273]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.12974,0.1
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1995,1995,1995,SEX,SEX_BTSX,Both sexes,34.264291352,34.3 [30.3-39.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.24113,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.32512,0.3
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1990,1990,1990,SEX,SEX_BTSX,Both sexes,32098.0,32 098 [15 547-49 067]
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,14804.91659,14804.9
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1999,1999,1999,SEX,SEX_MLE,Male,21.833987938,21.8 [19.5-24.7]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2005,2005,2005,SEX,SEX_FMLE,Female,146.477037422,146.5 [136.8-157.0]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2023,2023,2023,SEX,SEX_FMLE,Female,11.566404394,11.6 [8.9-14.2]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,27.31372,27.3
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.32067,0.3
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2022,2022,2022,SEX,SEX_FMLE,Female,102.622526782,102.6 [73.3-145.9]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
CM_02,Number of infant deaths,1966,1966,1966,SEX,SEX_BTSX,Both sexes,382183.0,382 183 [339 873-431 212]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1987,1987,1987,SEX,SEX_MLE,Male,112.622610624,112.6 [104.4-121.1]
CM_04,Number of deaths among children ages 5 to 9 years,2009,2009,2009,SEX,SEX_MLE,Male,40569.0,40 569 [35 676-45 789]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2010,2010,2010,SEX,SEX_BTSX,Both sexes,18.003136304,18.0 [13.9-22.5]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2010,2010,2010,SEX,SEX_BTSX,Both sexes,38.05661553,38.1 [33.6-42.9]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.1542,0.2
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2016,2016,2016,SEX,SEX_MLE,Male,62396.0,62 396 [51 740-75 617]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0348,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1981,1981,1981,SEX,SEX_MLE,Male,218.937701923,218.9 [200.3-238.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,12.00585,12
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2004,2004,2004,SEX,SEX_FMLE,Female,27.087446053,27.1 [24.0-30.5]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,1368.74815,1368.7
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,20.60327,20.6
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1996,1996,1996,SEX,SEX_BTSX,Both sexes,104.667162807,104.7 [98.2-111.5]
CM_01,Number of under-five deaths,1987,1987,1987,SEX,SEX_MLE,Male,434633.0,434 633 [403 967-466 303]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2018,2018,2018,SEX,SEX_FMLE,Female,17101.0,17 101 [5884-32 058]
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,6076.650756836,6077
CM_01,Number of under-five deaths,1973,1973,1973,SEX,SEX_MLE,Male,374099.0,374 099 [336 533-417 659]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2018,2018,2018,SEX,SEX_MLE,Male,16.671093224,16.7 [11.1-24.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,2001,2001,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.16457,0.2
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2014,2014,2014,SEX,SEX_BTSX,Both sexes,100.735573454,100.7 [87.1-117.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,180480.380423176,180 480
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,2666.89812418,2667
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.47973,0.5
CM_01,Number of under-five deaths,2016,2016,2016,SEX,SEX_BTSX,Both sexes,912076.0,912 076 [772 676-1 092 024]
CM_01,Number of under-five deaths,1988,1988,1988,SEX,SEX_BTSX,Both sexes,828552.0,828 552 [772 578-887 409]
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,9972.5752,9972.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,46211.76095,46211.8
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00012,0
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,18.44855,18.4
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2019,2019,2019,SEX,SEX_FMLE,Female,6.567320084,6.6 [2.1-12.8]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.29841,0.3
